nama,bintang,komentar,Waktu,Place name
Yola Dinda Thenu,5.0,"Nyaman, tenang, bersih. Harga cocok untuk backpacker.",a year,Bobopod Alun Alun Malang
Ginda Hidayat,5.0,,a year,Bobopod Alun Alun Malang
Mochamad Iqbal,4.0,,a year,Bobopod Alun Alun Malang
deni sugiarto,5.0,,a year,Bobopod Alun Alun Malang
Sella Langelo,5.0,,a year,Bobopod Alun Alun Malang
Dandelion Vercise,5.0,,a year,Bobopod Alun Alun Malang
Anisa Risatyah,5.0,"Menyukainya! Memberi sensasi baru tidur di pod ᐠ( ᐛ )ᐟ Pelayanannya bagus, begitu juga lokasinya.",a year,Bobopod Alun Alun Malang
Bintang Fadjrul Fallah,5.0,Petugas sangat sigap mengobati saya ketika terluka. Mendapatkan perlakuan yang baik dan nyaman.,a year,Bobopod Alun Alun Malang
Edmand Oktivan Osario,5.0,Bersih dan sangat nyaman untuk beristirahat,a year,Bobopod Alun Alun Malang
Surya Simarmata,5.0,"Lokasi dekat dengan alun2 kota malang, disebelah kantor pos tepatnya di lantai 2. Kamar bersih, nyaman dan aman karena pakai barcode, ada lokernya utk tempat sepatu karna masuk wajib pakai sendal dri hotel, kamar mandi luar sharing dgn tamu lain, disebelah penginapan ada foodcourt dan  mixue dilt 1",a year,Bobopod Alun Alun Malang
naufal fakhrian,4.0,,a year,Bobopod Alun Alun Malang
Fajrul Falah,5.0,"Overall, untuk penginapan darurat sih, worth it ya... Gayanya emang futuristik gitu, harga juga affordable..",a year,Bobopod Alun Alun Malang
Sumarno Malik,4.0,,a year,Bobopod Alun Alun Malang
Blossom,5.0,,a year,Bobopod Alun Alun Malang
Lalapan Ayam Andi Arief,5.0,,a year,Bobopod Alun Alun Malang
Yadii Sugandi,5.0,,a year,Bobopod Alun Alun Malang
Revriy A,5.0,"Hotelnya nyaman dan bersih. Lokasinya juga strategis, pas di depan Alun Alun Malang jadi kalau mau kemana mana deket. Semua transaksi di hotel ini cashless (QRIS atau Debit/Credit). Sebelum stay disini wajib download aplikasinya dulu karna nanti kunci podnya ada di aplikasi",a year,Bobopod Alun Alun Malang
Alfandwiju,5.0,"Kamar dan toiletnya bersih, pegawainya juga ramah, tempatnya sangat modern dan canggih serta strategis di tengah kota, jadi kalau mau jalan kaki jangan khawatir,.... || Lain kali, pasti menginap di bobobox lagi",a year,Bobopod Alun Alun Malang
Setia,5.0,pelayanan ok,a year,Bobopod Alun Alun Malang
Yani2399,5.0,"Hotel kapsul di tengah kota malang ini murah, bersih dan lokasi cukup strategis karena dekat dengan alun-alun malang, stasiun malang berjarak sekitar 10 menit jadi bisa juga untuk transit, booking lewat bobobox/ Tersedia juga aplikasi OTA.. Rekomendasi bagi teman-teman yang sedang berkunjung ke kota malang",a year,Bobopod Alun Alun Malang
my a,5.0,"Pengalaman baru dengan view alun-alun malang yang ramai dan banyak jajanan, tersedia air minum refill, microwave dan alat makan di pantry yang bisa digunakan tamu + pelayanannya juga bagus, TOP bangett",a year,Bobopod Alun Alun Malang
yudhie j,5.0,"Hotel kapsul pertama dikota malang, harga terjangkau dan posisi strategis di tengah kota malang. Dekat dengan stasiun kereta, pusat perbelanjaan, kayu tangan heritage, dekat dengan alun alun malang dan masih banyak lagi.",a year,Bobopod Alun Alun Malang
Yunas Pradana,5.0,,a year,Bobopod Alun Alun Malang
Iga Andika pradana,1.0,Saya sangat kecewa dengan pengalaman saya di hotel ini. Kamar-kamar tidak memiliki suara yang kedap sehingga saya bisa mendengar setiap telepon dan percakapan dari kamar sebelah. Ini sangat mengganggu dan mengurangi kualitas tidur saya. …,a year,Bobopod Alun Alun Malang
Syifa,5.0,"Dari semua capsule hotel yang pernah saya coba, bobobox adalah favorit saya! Karena:
1. Ada ruang gerak untuk penginap di dalam pods, sehingga kami bisa ganti baju …",a year,Bobopod Alun Alun Malang
Widi Alamsyah,5.0,Enak bgttt tempatnya. Apalagi area komunalnya best bgt,a year,Bobopod Alun Alun Malang
meeya sabrina,4.0,"kami menginap disini karna anak sy ingin merasakan pengalaman menginap di hotel kapsul, …",a year,Bobopod Alun Alun Malang
Kunto Susilo,5.0,,a year,Bobopod Alun Alun Malang
Yola Noventa,5.0,"Sudah 3 kali kesini, cocok untuk backpacker dan low budget. Toiletnya digunakan bersama tetapi sangat bersih. Cocok juga untuk solo travelling, selain tidur disini nyaman banget untuk kerja/tugas.",a year,Bobopod Alun Alun Malang
achmad reyska,5.0,"Untuk lokasi sangat strategis,ngga jauh dari stasiun malang baru,persis depan alun alun malang.dikiri gedung ada berbagai macam kuliner,mixue ice cream,sebelah kanan kantor pos.dekat dengan masjid agung malang.Kalau bisa toiletnya ada didalam ruang yang lainnya sudah oke",a year,Bobopod Alun Alun Malang
Ozhy egalitarian,5.0,"Kamar bersih,toilet bersih,musholla didalam",a year,Bobopod Alun Alun Malang
Sakura,4.0,,a year,Bobopod Alun Alun Malang
Bibiana Kewa0909,3.0,,a year,Bobopod Alun Alun Malang
SULTAN QR CODE,5.0,,a year,Bobopod Alun Alun Malang
Rachmad Hidayat,5.0,"Tempatnya bersih, lokasi strategis 👍🏻 …",a year,Bobopod Alun Alun Malang
Nath Ly,5.0,"Wahh gabisa berkata kata lagi, ini tempat nginep ter worth it sepanjang ak hidup buat yg budgetnya minim😂😭🥰 …",a year,Bobopod Alun Alun Malang
Agus Yulianto,2.0,Oke,a year,Bobopod Alun Alun Malang
windi angeli,5.0,"tempat oke, food court bersih",a year,Bobopod Alun Alun Malang
Suyudi SMPN5PO,4.0,Atas,a year,Bobopod Alun Alun Malang
musthofa kamil,5.0,"Sepenuhnya otomatis, cocok untuk sekedar tidur,",a year,Bobopod Alun Alun Malang
Kris,5.0,"Tempatnya bagus banget, apalagi pod-nya nyaman karena dingin dan gak pengap. Kasur dan selimut bersih, bikin nyenyak tidur. Area kamar mandi, mushola, dan komunal(?), juga sangat terawat. Fasilitas lainnya ada wi-fi, hair dryer, dan …",a year,Bobopod Alun Alun Malang
Aditya Himawan,4.0,Agak menyeramkan bagi yang tahu sejarah bangunan ini 😂 tapi okelah baguus buat apa menginap..,a year,Bobopod Alun Alun Malang
Yunita Siregar,5.0,"Hmm harusnya 10/10, tapi karena kamar saya paling depan SANGAT BISING ORANG LALU, kurang nyaman tidur denger suara orang rawa. Kenapa kamu tidak bisa mengganti podnya ya? Agak tidak nyaman jadi kamu ingin sendiri dan malah mengalihkan perhatian. Selebihnya oke, kebersihan kamar mandi oke.",a year,Bobopod Alun Alun Malang
dika TV,5.0,,a year,Bobopod Alun Alun Malang
Yulia Lusiana,5.0,,a year,Bobopod Alun Alun Malang
Game Mania,5.0,,a year,Bobopod Alun Alun Malang
Martin Kurniawan Soffian,5.0,"Tempat dan lokasi bagus dekat alun2, mudah mencari makanan di sekitar.",a year,Bobopod Alun Alun Malang
argian arizona,5.0,,a year,Bobopod Alun Alun Malang
aisyah,5.0,"Enak dan nyaman, Minggu pagi depan ramai banget karena jalanan jelek",a year,Bobopod Alun Alun Malang
Trip.com Member,5.0,"First time book a pod here and im in love! Acnya dingin, ruangan2nya bersih, musholanya cukup luas, definitely will go back to stay in bobobox again.",a year,Bobopod Alun Alun Malang
Trip.com Member,5.0,Saya menikmati malam terbaik dalam hidup saya dengan tidur di sini!! Kamarnya nyaman dan secara keseluruhan tempatnya sangat bersih,a year,Bobopod Alun Alun Malang
Adelia Ramadhan,5.0,"Bobobox ke 2 yang saya singgahi setelah berada di Malioboro Jogja. Lokasi sangat strategis, selain ada food court jadi tidak bingung mau makan apa, di lantai bawah ada mixue kalau mau snack es krim, bobobox ada di lantai paling atas. Tempatnya bersih,…",a year,Bobopod Alun Alun Malang
Agif Noventya,5.0,"Penginapan yang berbentuk kapsul (pod) yang nyaman. Bisa memilih untuk sendiri atau berdua. Fasilitas lengkap seperti kamar mandi luar untuk perempuan dan laki-laki, mushola, dan area terbuka untuk makan dan merokok. Disediakan juga …",a year,Bobopod Alun Alun Malang
brian bragania,5.0,,a year,Bobopod Alun Alun Malang
Isa Ikbalul Surur,5.0,"Hotel kapsul yang canggih, berlokasi di dekat akun alun kota malang dekat dengan pusat perbelanjaan dan sangat strategis, ada 2 tipe kapsul single namanya pot sky , atau earth kalau gak salah, …",a year,Bobopod Alun Alun Malang
henry tarandung,5.0,Hotel Budget no 1 di Malang,a year,Bobopod Alun Alun Malang
Djar Wo,1.0,,a year,Bobopod Alun Alun Malang
Arief Rahman Hakim,5.0,,a year,Bobopod Alun Alun Malang
Fida Fitriana Purnama Devi,5.0,"Setelah sering perjalanan keluar kota, baru di bobobox malang aja gak mengecewakan, tempat sangat bersih terawat, front office sangat membantu, adem, nyaman, yg pasti pods nya sangat istimewa, kalo ke malang pasti nginep lagi di sini🥰 …",a year,Bobopod Alun Alun Malang
Heru Raharja,5.0,"Kamar tidur, ruang komunal, dan kamar mandi masih bersih karena termasuk baru.

Dekat kalo mau ke mana-mana, kulineran, atau yg lain. …",a year,Bobopod Alun Alun Malang
Randy Ansari Nur Hidayat,5.0,,a year,Bobopod Alun Alun Malang
Muh Aras,5.0,Smart accomodasi untuk back packer,a year,Bobopod Alun Alun Malang
Abdi Muljanto,5.0,Tempat stay paling nyaman bagi bagi back packer.....semuanya GOOD....Ndak percaya coba aja,a year,Bobopod Alun Alun Malang
Rizka Chacha,5.0,First time stay vacation disini. Tempatnya bersih dekat fasilitas umum. Pelayanan ramah,a year,Bobopod Alun Alun Malang
mohammad hafidl,5.0,,a year,Bobopod Alun Alun Malang
Mike Freijer,5.0,Pengalaman luar biasa.,a year,Bobopod Alun Alun Malang
Deffa Novitasari,5.0,"Pokoknya kalau ke sini wajib menginap di bobobox. Gampang banget jangkaunya, teknologinya luar biasa😍 tapi ribet kalau mau keluar masuk harus scan langsung. Tapi tidak apa-apa...",a year,Bobopod Alun Alun Malang
Aditya Handika,5.0,,a year,Bobopod Alun Alun Malang
Ahmad Syarifuddin Randiko,5.0,Terletak di pusat kota dekat alun-alun kota. Harga murah dibandingkan dengan semua fasilitas yang sangat baik.,a year,Bobopod Alun Alun Malang
Viranty Aprilia,1.0,"Pelayanan dan kenyamanan yang terbaik tidak saya dapatkan sama sekali di hotel ini.. bermula dari keluhan saya yang ribet, ketika saya bertanya kepada resepsionis yang ada security bernama ""BAYU"" dia menjawab dengan sangat ketus ""dari mana saya tahu, saya dari di bawah, di sana saya mendapatkan…",a year,Bobopod Alun Alun Malang
dio al-hadi,5.0,"Gak nyangka ternyata worth it juga nginep di hotel kapsul sebagai bagi para solo traveller. Kamar dan kasurnya memang single yg cukup hanya untuk satu orang, tapi kita masih bisa bergerak dengan leluasa dan bisa duduk di atas kasur. Lokasi …",a year,Bobopod Alun Alun Malang
Webe 001,5.0,,a year,Bobopod Alun Alun Malang
yoga alkautzar,5.0,,a year,Bobopod Alun Alun Malang
Johann Gunawan,4.0,"Wah tidak kecewa menginap disini, walaupun awalnya ada sedikit masalah pada aplikasinya, tapi kami dibimbing sampai paham tentang bobobox. Resepsionis, security sangat ramah. Lokasi strategis menghadap alun-alun cocok untuk berdua/sendirian jika anak-anak agak repot...",a year,Bobopod Alun Alun Malang
elang Surya laksono,5.0,,a year,Bobopod Alun Alun Malang
Rama Rendra Prayoga,5.0,"Lokasi hotel sangat strategis karena dekat dengan alun-alun, pusat perbelanjaan, dan di samping hotel ada foodcourt.
Walaupun ukuran kamar cukup sempit tapi sangat nyaman. Musholla dan kamar mandi lumayan bersih. Pelayanan juga bagus dan snagat membantu.",a year,Bobopod Alun Alun Malang
Nourman Hajar,5.0,"lokasi deket alun2, jadi suara dr jalan jelas bgt. jadi cukup mengganggu. fasilitas so-so. yg bagus pantry dan ruang bersamanya sih. di balkon, udh kaya kafe.",a year,Bobopod Alun Alun Malang
Riri Retnaningtyas,5.0,"Saya selalu senang menginap di Bobobox Malang. Konsep futuristik berpadu dengan kebersihan dan kenyamanan, semuanya dengan harga terjangkau. Selain itu, lokasinya dekat dengan hampir semua pusat kota. Direkomendasikan",a year,Bobopod Alun Alun Malang
Ariya Dwi Manggala,5.0,,a year,Bobopod Alun Alun Malang
Nur Annisa,5.0,"lokasi di atas kantor pos belakang alun-alun, ada mushola, komunal area menghadap alun alun, tersedia dispenser untuk air minum.
untuk membuka loker sepatu cukup dengan barcode jadi lebih praktis",a year,Bobopod Alun Alun Malang
Nafillah Putri,5.0,"Tinggal di sini beberapa kali. Tapi yang terakhir, agak terganggu karena jam 4 pagi ada yang setel musik + ketawa2 keras, padahal jam sepi. Kalian norak hehe",a year,Bobopod Alun Alun Malang
Muhammad Rifo,5.0,"recomended buat staycation, nyaman juga buat stay beberapa hari",a year,Bobopod Alun Alun Malang
Yosua Bagus Wirawan,5.0,"Hotel yang nyaman, bersih, estetik dan modern, toilet super bersih, terdapat mushola juga, tempat terbuka untuk makan dan merokok juga tersedia dengan view langsung ke alun-alun malang, kamarnya terdapat 2 tioe untuk single dan double, …",a year,Bobopod Alun Alun Malang
Fatia Fatima Viola BV,5.0,,a year,Bobopod Alun Alun Malang
Aura Shafa,5.0,Tempat nyaman dan bersih meskipun kamar mandi diluar,a year,Bobopod Alun Alun Malang
Fauzia Avitananda,4.0,"tempat yang cocok dijadikan sekedar singgah semalam karena besoknya harus pergi lagi
meskipun kelihatannya sempit, tapi tidak terlalu membatasi gerak
kebersihan bagus dan boleh coba bobocabin suatu saat nanti",a year,Bobopod Alun Alun Malang
Rissa Mawat,5.0,"Bobobox terbersih yang pernah saya tinggali, terutama kamar mandi berbagi.",a year,Bobopod Alun Alun Malang
Helmut Mario,5.0,"Setelah sekian jam motoran Bali - Malang, nyaman banget kasurnya ...",a year,Bobopod Alun Alun Malang
Yenny era Kurniawati,5.0,,a year,Bobopod Alun Alun Malang
Ahmad Baehaqi,5.0,,a year,Bobopod Alun Alun Malang
SAM,5.0,Saya tidak perlu memberikan ulasannya. Anda sangat direkomendasikan oleh saya. Pelayanannya sempurna dengan lokasi yang sempurna di mana Anda dapat mengakses segala sesuatu di sekitar hotel. Jangan lupa untuk berkunjung ketika Anda berada di Malang.,a year,Bobopod Alun Alun Malang
Raras Kinanthi,5.0,bersih & nyaman polll,a year,Bobopod Alun Alun Malang
yefta renata,5.0,,a year,Bobopod Alun Alun Malang
Mety Amedinah,4.0,"Kelebihan: sangat bersih, tempat tidur, kamar, kamar mandi. Mereka menyediakan air panas dan dingin gratis. Terdapat dapur dengan microwave dan peralatan makan yang dapat Anda gunakan di ruang bersama.  Ruang bersama merupakan ruang terbuka, luas, menghadap ke …",a year,Bobopod Alun Alun Malang
Annisa Hidayah,5.0,,a year,Bobopod Alun Alun Malang
Rizki Ernaldi,5.0,"Tempat nyaman, bersih dan cocok untuk menikmati suasana alun2 Kota Malang. Sukses selalu bobobox!",a year,Bobopod Alun Alun Malang
Aulia Arifanty Putri,5.0,"Semuanya oke, kamar bersih, staff ramah, lokasi sangat sangat strategis, rame seru, toiletnya banyak banget dibanding bobobox cabang lain nya. Semoga bisa kesini lagi di kesempatan lain🥰 …",a year,Bobopod Alun Alun Malang
Bagas Renaldi,5.0,,a year,Bobopod Alun Alun Malang
Aryo Y,5.0,Sangat nyaman,a year,Bobopod Alun Alun Malang
Adam Joe,5.0,"fasilitasnya sangat memadai,  canggih, rapi, bersih, nyaman, sebelahan dgn pujasera, alun2, masjid, dan msh byk pusat perbelanjaan di sekitarnya …",a year,Bobopod Alun Alun Malang
Catherina Vincentia,5.0,,a year,Bobopod Alun Alun Malang
Marie Augustin Alvidian,5.0,"Puas sekali, saya menginap disini semalam hanya berdua. Staf sangat ramah dan membantu, bahkan penjaga keamanan. Sangat bersih dan nyaman. Wifinya sudah 5G lho. Area komunalnya juga ada pemandangan jalanan kota Malang, jadi menyegarkan banget. Kembali lagi ke sini nanti!",a year,Bobopod Alun Alun Malang
Rikky Arisendi,5.0,"pelayanannya sangat nyaman dan mudah, cocok banget buat ngerjain tugas dan mencari ketenangan di tengah kota miskin",a year,Bobopod Alun Alun Malang
Yongki Rahmadani,5.0,"Untuk ukuran hotel backpacker ini sangat worth it, kamar nyaman kasur empuk AC dingin terdapat mood lighting yang bisa diubah dari layar di dalam Pod, area kamar mandi (diluar kamar) bersih ada sabun dan sampo, air panas berfungsi baik …",a year,Bobopod Alun Alun Malang
Ilham sah,3.0,,a year,Bobopod Alun Alun Malang
Chintiawati Nurul Khojariah,5.0,"Sangat seru, dan pengalaman yaang menyenangkan . Resepsionis yang sangat ramah . Dengan teknologi yang baik",a year,Bobopod Alun Alun Malang
Ria Dwi Afriana,5.0,"Highly recommended for backpacker 👍
Review lebih lengkap bisa tonton di channel ""Muharrom family Trip"" ya 😁 …",2 years,Bobopod Alun Alun Malang
bayu saubig,5.0,Tempatnya luas. Ruangan bersih. Ruang komunalnya juga cocok untuk nongkrong,2 years,Bobopod Alun Alun Malang
sam denton,1.0,"WiFi jelek, bahkan tidak bisa memuat video YouTube dalam 360p dan jika Anda bermain mobile legends maka Anda akan selalu terputus. Untuk 150k saya bisa memesan kamar yang lebih besar dengan kamar mandi pribadi dan WiFi yang lebih baik. …",2 years,Bobopod Alun Alun Malang
Firdiansyah Ramadhan,5.0,,2 years,Bobopod Alun Alun Malang
Rizky Y,5.0,,2 years,Bobopod Alun Alun Malang
rossy fairuz,5.0,"Nyaman buat tidur, mushollanya bersih, kamar mandinya lumayan lah. Mas2nya juga ramah, rekomendasi deh buat yang cari penginapan di malang",2 years,Bobopod Alun Alun Malang
Nanda Morgen,4.0,,2 years,Bobopod Alun Alun Malang
Yunita Woro,4.0,,2 years,Bobopod Alun Alun Malang
fikri iqbal,5.0,"Ada 4 tipe 2 tipe kamar single earth dan sky
2 tipe kamar double earth dan sky …",2 years,Bobopod Alun Alun Malang
Rina A,5.0,nice place buat backpackeran ke malang. lokasi strategis dan nyaman,2 years,Bobopod Alun Alun Malang
Vito Tedy Pratama,5.0,"Tempatnya nyamann dengan vieww alun² malang,check in juga gampang harga wort it buat orang istirahat",2 years,Bobopod Alun Alun Malang
PHD,4.0,,2 years,Bobopod Alun Alun Malang
Night Graymark,5.0,"Saya suka betapa bersih dan murni kamarnya. Memang sangat nyaman!
Menurut pendapat saya, mereka punya lebih banyak tempat mandi daripada sebagian besar akomodasi serupa, jadi sangat nyaman.",2 years,Bobopod Alun Alun Malang
Dicky Arifyanto,5.0,,2 years,Bobopod Alun Alun Malang
Brillian Pongayow,5.0,"Tempat nyaman dan bersih. Check in menggunakan aplikasi bobobox. Di dalam ruangan, Anda dapat mengatur cahaya sekitar",2 years,Bobopod Alun Alun Malang
Hugo Sabdo Pandoyo,5.0,"Tempat mudah di cari karena dekat dengan alun alun malang. Kamar berbentuk box pod/kapsul sangat bersih dan nyaman. Harga sudah terjangkau + promo bisa lebih murah. Bertema teknologi,di dalam kamar terdapat fasilitas home asistant untuk pengaturan lampu,kunci pintu kamar dan bluetooth speaker. Overal mantap.",2 years,Bobopod Alun Alun Malang
Yuka Crismon,5.0,"Nyaman banget nginep disini, fasilitas lengkap banget, semua berfungsi dengan baik dan Deket kemana kemana. Pengalaman terbaik nginep disini",2 years,Bobopod Alun Alun Malang
Ulfah Oshin,4.0,"Bersih, tapi kurang nyaman tempat tidurnya keras",2 years,Bobopod Alun Alun Malang
Cahyo Dwi Rachmawan,5.0,,2 years,Bobopod Alun Alun Malang
Corry Meity,5.0,,2 years,Bobopod Alun Alun Malang
yana zulya,5.0,"Lokasi strategis, bersih, nyaman, resepsionis dan security-nya juga 24jam.",2 years,Bobopod Alun Alun Malang
