nama,bintang,komentar,Waktu,Place name,clean_text
Iradat Rahadian,5.0,"Stay selama 7 malam disini dan rasanya males untuk check out karena sangat kerasan disini. Lokasi sangat strategis di jantung Kota Lama tepat di seberang Starbuck. Dekat dengan kuliner legendaris : nasi goreng babat pak Karmin, gule kambing Bustaman pak Sabar, Soto Seger, wingko babad cap kereta api dll.  Dekat pula dengan stasiun Tawang. Yang paling penting Pods sangat bersih dan nyaman, kamar mandi bersih ada air panas dan dingin. Staff sangat ramah dan helpfull. Next akan stay disini lagi.",a year,Bobopod Kota Lama Semarang,"stay selama 7 malam disini dan rasanya malas untuk check out karena sangat kerasan disini. lokasi sangat strategis di jantung kota lama tepat di seberang starbuck. dekat dengan kuliner legendaris : nasi goreng babat pak karmin, gule kambing bustaman pak sabar, soto segar, wingko babad cap kereta api dll.  dekat pula dengan stasiun tawang. yang paling penting pods sangat bersih dan nyaman, kamar mandi bersih ada air panas dan dingin. staff sangat ramah dan helpfull. next akan stay disini lagi."
Rizky Prigel Pambudi,5.0,Hotel capsul kekinian,a year,Bobopod Kota Lama Semarang,hotel capsul kekinian
Jefta Willy Setiady,5.0,"Tempat nyaman, seprei sedikit bernoda, pelayanan ramah, ruangan cukup bersih",a year,Bobopod Kota Lama Semarang,"tempat nyaman, seprei sedikit bernoda, pelayanan ramah, ruangan cukup bersih"
Rangga Arya,4.0,ok,a year,Bobopod Kota Lama Semarang,ok
Raymond Anthony,5.0,"The hotel is clean, staff was friendly and I had comfortable experience here.",a year,Bobopod Kota Lama Semarang,"the hotel is clean, staff was friendly and i had comfortable experience here."
Faiz Al Fatih,5.0,"Kamar yang minimalis, buka kunci udah canggih pake aplikasi, jadi lebih mudah",a year,Bobopod Kota Lama Semarang,"kamar yang minimalis, buka kunci sudah canggih pakai aplikasi, jadi lebih mudah"
LunaticvGaming,5.0,amazing,a year,Bobopod Kota Lama Semarang,amazing
Irma Prihartanti,5.0,Selalu menyenangkan dan mengesankan.,a year,Bobopod Kota Lama Semarang,selalu menyenangkan dan mengesankan.
Reza Febrio,5.0,"Strategis banget lokasinya, bener bener depannya kota lama Semarang.",a year,Bobopod Kota Lama Semarang,"strategis banget lokasinya, benar benar depannya kota lama semarang."
Nai Muna,5.0,Siapa sih yg bikin bobobox ? Semoga makin kayaaa . Wkwkwkw nyaman bgt dan terjanvkau bgt.smoga tetep oke trus pelayanannya,a year,Bobopod Kota Lama Semarang,siapa sih yang bikin bobobox ? semoga makin kayaaa . wkwkwkw nyaman banget dan terjanvkau banget.semoga tetap oke terus pelayanannya
Allez Tangidy,5.0,"Great options for night train schedules.
7 min from Tawang Station by walking.
Good price for good sleep.
You can have a good Starbuck coffee in the morning, right in front of the entrance hotel.",a year,Bobopod Kota Lama Semarang,"great options for night train schedules. 7 min from tawang station by walking. good price for good sleep. you can have a good starbuck coffee ini the morning, right ini front of the entrance hotel."
Muhammad Hafizh Dwiyatno,4.0,"tempat tidur yg cocok sekali utk traveller, tapi toiletnya trlalu sedikit",a year,Bobopod Kota Lama Semarang,"tempat tidur yang cocok sekali untuk traveller, tapi toiletnya terlalu sedikit"
Léo Crétois,4.0,almost perfect. Just the very cool air conditioning is not adjustable and the duvet is too small... paradoxical!,a year,Bobopod Kota Lama Semarang,almost perfect. just the very cool air conditioning is not adjustable and the duvet is too small. paradoxical!
Bernardo,5.0,Keren bagus dan pelayanan baik,a year,Bobopod Kota Lama Semarang,keren bagus dan pelayanan baik
Novandila Indah,5.0,"Hotel ini lokasinya persis di tengah kawasan Kota Lama Semarang, sangat strategis karena di kawasan wisata dan banyak pilihan kuliner disekitarnya, lokasi juga sangat dekat dengan Stasiun Semarang Tawang. Pelayanan disini sangat memuaskan, hotel bersih, kamar bersih wangi, dan cukup privasi dengan sistem kunci menggunakan barcode. Kamar mandi bersama tapi sangat bersih dan disterilisasi berkala. Kalau kembali kesini bakal jadi salah satu pilihan menginap lagi sih. Good job Bobobox Pods Kotalama!",a year,Bobopod Kota Lama Semarang,"hotel ini lokasinya persis di tengah kawasan kota lama semarang, sangat strategis karena di kawasan wisata dan banyak pilihan kuliner disekitarnya, lokasi juga sangat dekat dengan stasiun semarang tawang. pelayanan disini sangat memuaskan, hotel bersih, kamar bersih wangi, dan cukup privasi dengan sistem kunci menggunakan barcode. kamar mandi bersama tapi sangat bersih dan disterilisasi berkala. kalau kembali kesini bakal jadi salah satu pilihan menginap lagi sih. good job bobobox pods kotalama!"
almira shop90,5.0,"Nice and cozy place to stay with affordable price, akan tetapi mungkin untuk ruangan bisa lebih kedap suara untuk menjaga privasi serta ada tissu diruangan untuk memudahkan membersihkan tangan (karena akses westafel dan kamar mandi) diluar ruangan, thanks",a year,Bobopod Kota Lama Semarang,"nice and cozy place to stay with affordable price, akan tetapi mungkin untuk ruangan bisa lebih kedap suara untuk menjaga privasi serta ada tissu diruangan untuk memudahkan membersihkan tangan (karena akses westafel dan kamar mandi) diluar ruangan, thanks"
SG Team,5.0,rekomen banget buat traveler,2 years,Bobopod Kota Lama Semarang,rekomen banget buat traveler
Arief Kurniatama,5.0,"Salah satu pods paling strategis. Jangkauan kuliner dan wisata bisa ditempuh beberapa meter saja.
Layanan di pods ini sangat baik. Tentunya ramah dan sangat membantu. Pods 41 sangat strategis, karena berdekatan dengan pintu masuk ruangan dan keberadaan kamar mandi. Setiap 1-2 jam sekali, kamar mandi dibersihkan oleh petugas.

Saya pikir akan kembali lagi ke sini.
Pengalaman menginap yang berkesan.",2 years,Bobopod Kota Lama Semarang,"salah satu pods paling strategis. jangkauan kuliner dan wisata bisa ditempuh beberapa meter saja. layanan di pods ini sangat baik. tentunya ramah dan sangat membantu. pods 41 sangat strategis, karena berdekatan dengan pintu masuk ruangan dan keberadaan kamar mandi. setiap 1-2 jam sekali, kamar mandi dibersihkan oleh petugas.  saya pikir akan kembali lagi ke sini. pengalaman menginap yang berkesan."
SAM,5.0,"I don't need to describe anything, this is the place you need to stay if you wish to get the unique, good service and comfortable place to stay during your vacation. Highly recommended
Only one suggestion: Increase the size of toilet may be good.",2 years,Bobopod Kota Lama Semarang,"i don't need to describe anything, this is the place you need to stay if you wish to get the unique, good service and comfortable place to stay during your vacation. highly recommended only one suggestion: increase the size of toilet mau be good."
Milky Butter,5.0,Best place to stay in Kota Lama. It's just 10-15 minutes walk away from the train station. It's surrounded by hostorical places and restaurants. You must have the app so you can access to the room. The pod is clean and smell nice. It's clean also even the toilet one. I'm sure that I would like to come back to stay here again,2 years,Bobopod Kota Lama Semarang,best place to stay ini kota lama. it's just 10-15 minutes walk away from the train station. it's surrounded by hostorical places and restaurants. you must have the app so you can access to the room. the pod is clean and smell nice. it's clean also even the toilet one. i'sama sure that i would like to come back to stay here again
Awaludhi “Ludhi” Budiargo,5.0,"Tepat di tengah jantung kota lama yang telah berubah secara derastis. Bobobox menjadi pilihan menginap yang Compact dan nyaman untuk explore Kota Lama, kuliner? Hunting foto? Jalan jalan atau staycation sangat cocok untuk Solo Traveler ataupun duo. Suka sekali dengan konsepnya, akan kembali kesini lagi.",2 years,Bobopod Kota Lama Semarang,"tepat di tengah jantung kota lama yang telah berubah secara derastis. bobobox menjadi pilihan menginap yang compact dan nyaman untuk explore kota lama, kuliner? hunting foto? jalan jalan atau staycation sangat cocok untuk solo traveler ataupun duo. suka sekali dengan konsepnya, akan kembali kesini lagi."
eris lina kusuma,4.0,"Hotel yg nyaman dengan harga ramah dikantong,,dan letaknya di area spot foto kota lama semarang,,",2 years,Bobopod Kota Lama Semarang,"hotel yang nyaman dengan harga ramah dikantong,,dan letaknya di area spot foto kota lama semarang,,"
Dini Amalia,5.0,"Tenpatnya bersih. Di tengah kota lama. Kamar mandinya bersih.
Sangat nyaman.",2 years,Bobopod Kota Lama Semarang,tenpatnya bersih. di tengah kota lama. kamar mandinya bersih. sangat nyaman.
Fajar Pamungkas,5.0,"Bersih, nyaman, staf hotel yg ramah",2 years,Bobopod Kota Lama Semarang,"bersih, nyaman, staf hotel yang ramah"
Ruth Hosiana,4.0,"Lokasinya sangat strategis, dekat stasiun kereta api, tempat wisata, tempat makan&hiburan...
Suasana kamar cukup nyaman, pelayanan jg bagus...kebersihan kamar mandi saja yg perlu ditingkatkan (krn pernah menginap di bobobox kota lain kebersihan kamar mandi lbh bagus)",2 years,Bobopod Kota Lama Semarang,"lokasinya sangat strategis, dekat stasiun kereta api, tempat wisata, tempat makan&hiburan. suasana kamar cukup nyaman, pelayanan juga bagus.kebersihan kamar mandi saja yang perlu ditingkatkan (karena pernah menginap di bobobox kota lain kebersihan kamar mandi lebih bagus)"
Muhammad Azis Husein,4.0,Tempatnya terlihat futuristik dan nyaman di tempati. Walaupun pods nya cukup kecil sehingga memanh cocok untuk pengunjung yang hanya ingin numpang tidur dan bermalas-malasan di dalam pods. Untuk kamar mandi di luar digunakan berasama dengan tamu lainnya. Mushola di sini cukup besar sehingga bisa digunakan untuk sholat jamaah.,2 years,Bobopod Kota Lama Semarang,tempatnya terlihat futuristik dan nyaman di tempati. walaupun pods nya cukup kecil sehingga memanh cocok untuk pengunjung yang hanya ingin numpang tidur dan bermalas-malasan di dalam pods. untuk kamar mandi di luar digunakan berasama dengan tamu lainnya. mushola di sini cukup besar sehingga bisa digunakan untuk sholat jamaah.
Fathur Ramadhan,5.0,Mantap,2 years,Bobopod Kota Lama Semarang,mantap
Keshya Natalia,5.0,"tempatnya enak bgtt nyaman! aku suka bgt deh disini, air panasnya mandi mantap,",2 years,Bobopod Kota Lama Semarang,"tempatnya enak banget nyaman! aku suka banget deh disini, air panasnya mandi mantap,"
Van2oel,5.0,Lokasi sangat strategis,2 years,Bobopod Kota Lama Semarang,lokasi sangat strategis
Larasati Wardani,5.0,"Friendly to your pockets! Untuk backpacker yang punya budget tight, ini jadi pilihan yang oke banget sih! Room was small tapi clean and comfortable. Tapi Buat yang tinggi nya lebih dari 170cm pasti agak sesak sih ya. Service dari frontline nya super ramah dan helpful. Location nya pas banget di dalam kota lama jadi buat yang mau strolling around kota lama dan g punya tujuan lain kayak gue kemarin 🤣cocok banget.
Untuk keamanan udah pasti aman.
Toilet / bathroom bersama tapi selalu bersih kok, dan mereka bahkan menyediakan hair dryer for your wet hair!
Sedikit info buat yang punya claustrophobia ga saran sih nginep disini. Pengalama kemarin coba bermalam di Single Pod yang bagian atas / sky, kuping berdengung parah. Siasatin nya i played soft music yang sudah di sediakan di dalam Tiap Pod Bobobox nya.
Anyway sukses terus Bobobox Kota Lama semarang!!! ✨",2 years,Bobopod Kota Lama Semarang,"friendly to your pockets! untuk backpacker yang punya budget tight, ini jadi pilihan yang oke banget sih! room was small tapi clean and comfortable. tapi buat yang tinggi nya lebih dari 170cm pasti agak sesak sih ya. service dari frontline nya super ramah dan helpful. location nya pas banget di dalam kota lama jadi buat yang mau strolling around kota lama dan enggak punya tujuan lain kayak gue kemarin 🤣cocok banget. untuk keamanan sudah pasti aman. toilet / bathroom bersama tapi selalu bersih kok, dan mereka bahkan menyediakan hair dryer for your wet hair! sedikit info buat yang punya claustrophobia enggak saran sih nginep disini. pengalama kemarin coba bermalam di single pod yang bagian atas / sky, kuping berdengung parah. siasatin nya i played soft music yang sudah di sediakan di dalam tiap pod bobobox nya. anyway sukses terus bobobox kota lama semarang! ✨"
POPPY R,5.0,had a nice stay. Thank you boboboobobox,2 years,Bobopod Kota Lama Semarang,had a nice stay. thank you boboboobobox
ziraa zetira,5.0,hotel kapsul favorit ❤️,2 years,Bobopod Kota Lama Semarang,hotel kapsul favorit ❤️
Ihyar Kurnia,5.0,"Sesuai seperti ulasan yang saya baca di platform yang sama, overall melebihi ekspektasi untuk sebuah hotel kapsul. Minus hanya sedikit kurang nyaman di kamar mandi yang memang konsepnya sharing, jadi sangat dimaklumi.",2 years,Bobopod Kota Lama Semarang,"sesuai seperti ulasan yang saya baca di platform yang sama, overall melebihi ekspektasi untuk sebuah hotel kapsul. minus hanya sedikit kurang nyaman di kamar mandi yang memang konsepnya sharing, jadi sangat dimaklumi."
pamrayoga,5.0,"I always stay at here when i go to Semarang. Strategic location, clean, and affordable for a hotel in tourism center👍 …",2 years,Bobopod Kota Lama Semarang,"i always stay at here when i go to semarang. strategic location, clean, and affordable for a hotel ini tourism center👍 …"
Aditya Nur Fachrizal,5.0,"Strategiz banget tempatnya, di tempat wisata dengan harga bersaing. Cocok buat single traveler yang butuh tempat istirahat nyaman",2 years,Bobopod Kota Lama Semarang,"strategiz banget tempatnya, di tempat wisata dengan harga bersaing. cocok buat single traveler yang butuh tempat istirahat nyaman"
Saca Sacasaca,2.0,Knpaaa ya kok tempat sebelah tempat tunggu di police line yaa? Jdi ngeri,2 years,Bobopod Kota Lama Semarang,kenapa ya kok tempat sebelah tempat tunggu di police line ya? jadi ngeri
Agung Purwanto,5.0,"if you're ok with simple lifestyle, warm shower, comfortable small space bedroom and shared bathroom and friendly staff, this place is amazing 👍 …",2 years,Bobopod Kota Lama Semarang,"if you're ok with simple lifestyle, warm shower, comfortable small space bedroom and shared bathroom and friendly staff, this place is amazing 👍 …"
Dania Tra,3.0,"advantage: friendly price, spacious room (we chose double room) and bathroom (much more spacious than other capsule hostels), strategic location
disadvantage: being forced to download app and upload personal ID, the room can't be fully dark the brightness significantly disturbed sleep quality, bathroom not clean",2 years,Bobopod Kota Lama Semarang,"advantage: friendly price, spacious room (we chose double room) and bathroom (much more spacious tahan other capsule hostels), strategic location disadvantage: being forced to download app and upload personal id, the room can't be fully dark the brightness significantly disturbed sleep quality, bathroom not clean"
Sigit Setiyono,4.0,Nice place to have a good rest in room,2 years,Bobopod Kota Lama Semarang,nice place to have a good rest ini room
Lieana Dewi,5.0,"Pengalaman yg menyenangkan bisa menginap di Bobobox Kota Lama, lokasi tepat di Kota Lama. Pelayannya ramah dan sangat membantu. Area kamar mandi dan musholla juga selalu bersih.",2 years,Bobopod Kota Lama Semarang,"pengalaman yang menyenangkan bisa menginap di bobobox kota lama, lokasi tepat di kota lama. pelayannya ramah dan sangat membantu. area kamar mandi dan musholla juga selalu bersih."
Raeny Nyenyik,5.0,"Dekat dari stasiun Semarang tawang ke Bobobox Kota Lama jarak cuma 7-8 menit. Kamar ok, share bathroom bersih. Nyaman namun tidak rekomendasi buat yg takut/fobia small space, kalaupun urgent, saran saya ambil yg earth jangan sky",2 years,Bobopod Kota Lama Semarang,"dekat dari stasiun semarang tawang ke bobobox kota lama jarak cuma 7-8 menit. kamar ok, share bathroom bersih. nyaman namun tidak rekomendasi buat yang takut/fobia small space, kalaupun urgent, saran saya ambil yang earth jangan sky"
