nama,bintang,komentar,Waktu,Place name,clean_text
devi karina damayanti,5.0,"if you want to stay here, it's better to book 1 week before.. I usually book directly through the bobobox application.. it's easy and there are lots of discounts.. the cheapest price I've ever gotten for single pods is 64k.. always choose the sky type pods.. but if you bring children, I think it's better to choose the earth one, because the sky one is quite high to climb to the bed.. I've also tried the bobobox in Alun-alun Bandung.. but the one in Dago is the best in my opinion.. because the room doesn't smell like the bobobox in Alun-alun Bandung.. the bathroom is shared, but clean, there is soap, shampoo and hairdryer.. there is a dispenser & microwave in the dining room.. perfect for making popmie.. towels are also available.. for toothbrushes & toothpaste, you can request them from the employees / you can also request them from the application.. it will be delivered to your room for free.. 👍",2 years,Bobopod Dago Bandung,"kalau mau menginap disini lebih baik memesan 1 minggu sebelum.. saya biasanya langsung memesan lewat aplikasi bobobox.. mudah dan banyak diskon nya.. harga termurah yang pernah saya dapat untuk pods single itu di 64k.. selalu memilih pods tipe sky.. tapi kalau mengajak anak-anak menurut saya lebih baik memilih yang earth, karena yang sky lumayan tinggi untuk naik ketempat tdrnya.. saya pernah juga mencoba bobobox yang di alun2 bandung.. tapi memang yang di dago yang paling ok menurut saya.. karena kamarnya tidak berbau seperti di bobobox alun2.. kamar mandi bersama, tapi bersih, ada sabun, sampo dan hairdryer.. di ruang makan tersedia dispenser & mikrowave.. pas banget buat bikin popmie.. sudah tersedia handuk juga.. untuk sikat gigi & odol bisa request ke karyawannya / bisa juga request dari aplikasinya.. nanti diantar ke kamar gratis.. 👍"
Tegar Pangesti Mahardika,5.0,not too far from the station.. the place is clean and comfortable.. there is also a place nearby that sells soto for breakfast👍🏻👍🏻👍🏻 …,2 years,Bobopod Dago Bandung,enggak terlalu jauh dari stasiun.. tempatnya bersih nyaman.. dekat situ juga ada yang jual soto buat sarapan👍🏻👍🏻👍🏻 …
Muhammad Rozy Lubis,5.0,nice & comfy. very clean. great staycation for travelers.,2 years,Bobopod Dago Bandung,nice & comfy. very clean. great staycation for travelers.
Aghnia Ilmi,5.0,this place is definitely going to be my utmost favorite! we enjoyed our stay ini bobobox so much! the staff were very fast and hospitable! there were so many spots to take pictures and everything was extremely clean. loved it! will certainly visit bobobox again! thank you!,2 years,Bobopod Dago Bandung,this place is definitely going to be my utmost favorite! we enjoyed our stay ini bobobox so much! the staff were very fast and hospitable! there were so many spots to take pictures and everything was extremely clean. loved it! will certainly visit bobobox again! thank you!
Tia Helmita,5.0,"Very clean place, service is also good",2 years,Bobopod Dago Bandung,"bersih banget tempatnya, pelayanannya juga baik"
Daniel Jensen,5.0,super neat capsule hotel with king-size bed smack bang ini the middle of town. very convenient when all you need is some shut eye and nothing else.,2 years,Bobopod Dago Bandung,super neat capsule hotel with king-size bed smack bang ini the middle of town. very convenient when all you need is some shut eye and nothing else.
Try Juandha,5.0,"location is very strategic, the security is very kind and helpful. for basic amenities this place has it all with affordable price. the pods condition is very clean, bathroom clean and comfortable to use. they provide small pantry for water refill and hot water. available small musholla for muslims. pleas bring your own safe kit equipment and respect others when  visiting the place.",2 years,Bobopod Dago Bandung,"location is very strategic, the security is very kind and helpful. for basic amenities this place has it all with affordable price. the pods condition is very clean, bathroom clean and comfortable to use. they provide small pantry for water refill and hot water. available small musholla for muslims. pleas bring your own safe kit equipment and respect others when  visiting the place."
Shintaries Nijerinda,5.0,"The location is very strategic in Dago. near where even though it's a small box, it's still comfortable and you can sleep well. freely choose the bed, whether you want sky or earth. Yes, everyone uses technology, so prepare the apps.",2 years,Bobopod Dago Bandung,"lokasinya strategis banget di dago. dekat kemana mana. walo bentuknya box kecil, tetap nyaman dan bisa tidur enak. bebas pilih bed, mau yang sky atau earth. oia semua pakai teknologi ya, jadi siapin appsnya."
harisars,5.0,"Before coming here, download the bobobox app first for access and the key. The place is clean and comfortable! Just be careful if you hit your head when you wake up. There is an earth type below and a sky type above with different access points. The toilet is nice, clean and comfortable. The parking area is okay for motorbikes but limited for cars. There is a prayer room, dining area, and sells some food and brewed drinks.",2 years,Bobopod Dago Bandung,"sebelum kesini download apps bobobox dulu untuk akses masuk dan kunci tempatnya bersih dan nyaman! agak hati hati saja kepala nya kepentok bangun tidur ada tipe earth di bawah dan sky di bagian atas dengan beda akses pintu masuk toiletnya bagus bersih dan nyaman tempat parkir oke buat motor tapi terbatas buat mobil ada musola, area makan, dan menjual beberapa makanan dan minuman seduh"
Ayi Saepulbahri,3.0,nice place,2 years,Bobopod Dago Bandung,nice place
Juju R,5.0,,2 years,Bobopod Dago Bandung,👌🏼 …
Maryana Yana,5.0,"nice, comfortable, clean toilet",2 years,Bobopod Dago Bandung,"bagus,nyaman, touletnya bersih"
ariniOwL Galih,5.0,"This is the first time I've had a fragrant capsule place, it's clean, there are lots of CCTVs, the bathrooms for men and women are separated by a large distance, the bathrooms are clean, the capsule space is also spacious, there's a mirror too, oh, the shoe rack is always sterilized when changing guests, if you get a lower capsule, the upper capsule doesn't sound noisy",2 years,Bobopod Dago Bandung,"baru kali ini tempat capsul wangi, bersih banyak cctv, kamar mandi cewek cowok di pisah jauh jaraknya, kamar mandi nya banyak bersih space capsulnya juga luas  ada cerminnya juga lagi oh rak sepatunya selalu di strerilin saat ganti tamu, kalau dapat capsul bawah capsul atas enggak terdengar gaduh"
Inne Chaysalina,5.0,"clean and comfortable, even though the bathroom is shared, it is still cleaned regularly and is super clean",2 years,Bobopod Dago Bandung,"bersihh dan nyamannn, kamar mandi juga walaupun sharing tetap rutin dibersihkann dan super bersihh"
Rhea,4.0,"affordable price, cheap, cold air conditioning, very cute design, although cheap but the quality is okay. only 1, the women's and men's bathrooms are separate, when I wanted to go to the toilet & take a shower, there was an employee cleaning in the women's bathroom, and the employee was a man. I think it would be better if the one who cleaned the women's bathroom was also a female ob, because I wear a hijab, it's not very comfortable even though it's in the form of closed cubicles, especially after taking a shower, for example, I want to dry my hair there first. but overall it's really okay and comfortable",2 years,Bobopod Dago Bandung,"harga terjangkau, murah, ac dingin, design lucu banget, walau murah tapi kualitas oke. cuma 1 saja sih, kamar mandi wanita & laki-laki kan terpisah, waktu saya ingin ke toilet & mandi, ada pegawai yang bersih2 di dalam kamar mandi wanita, dan pegawai tersebut laki-laki. menurut saya akan lebih baik jika yang bebersih kamar mandi wanita, adalah ob perempuan juga, karena saya berhijab, kurang nyaman sih walaupun dalam bentuk bilik2 tertutup, apa lagi setelah mandi, misalnya mau hair dryer an dulu disana. but overall ok banget dan nyaman kokk"
Christian Lim,5.0,"what i love about bobobox dago : - warm & friendly staff - fully integrated with technology - comfy room - lovely facilities such as water dispenser, pantry, coffee vending machine, and a backyard! - strategic, as you can reach several restaurants, coffee shops, and distros ini minutes!  note : i got a blanket which has been teared apart. hope the hotel staffs put attention to little details like that!",2 years,Bobopod Dago Bandung,"what i love about bobobox dago : - warm & friendly staff - fully integrated with technology - comfy room - lovely facilities such as water dispenser, pantry, coffee vending machine, and a backyard! - strategic, as you can reach several restaurants, coffee shops, and distros ini minutes!  note : i got a blanket which has been teared apart. hope the hotel staffs put attention to little details like that!"
Anies Puspa,5.0,great capsul hotel and very clean!,2 years,Bobopod Dago Bandung,great capsul hotel and very clean!
ABDY MAULANA MUHAMMAD KHAIRUDIN,5.0,"It's really comfortable, it can't be expressed in words, so hurry up and book now because besides the place being nice, comfortable, and luxurious, the price is economical. Bobobox is the best ❤️❤️❤️",2 years,Bobopod Dago Bandung,"nyaman banget loh ,pokoknya enggak bisa diungkapkan pakai kata-kata makanya buruan kalian booking sekarang soalnya selain tempatnya bagus,nyaman,dan mewah untuk harga yang ekonomis. pokoknya bobobox is the best ❤️❤️❤️"
F. R. Clara,5.0,"the location is strategic, there is also an outdoor area and free drinking water. very comfortable sleeping here. close to supermarkets, pharmacies, fast food restaurants, parks, many delicious restaurants, the atmosphere is also calm and the staff are friendly. will definitely come back here.",2 years,Bobopod Dago Bandung,"lokasinya strategis, ada tempat outdoornya juga dan free air minum. nyaman banget tidur di sini. dekat ke supermarket, apotek, resto fast food, taman, banyak resto enak2, suasana tenang juga dan staffnya ramah. pasti akan kembali ke sini."
Inas Humaid,4.0,"the place is cozy, comfortable and clean. I have a little anxiety when living in a cramped space, fortunately in bobobox that feeling doesn't appear. one minus, the music in the pods can sometimes be heard from outside. so I'm a little embarrassed to disturb other people who are passing by",2 years,Bobopod Dago Bandung,"tempatnya cozy, nyaman dan bersih. saya punya sedikit anxiety kalo tinggal di tempat sempit, untungnya di bobobox perasaan itu enggak muncul. minusnya satu, musik dalam pods kadang suka kedenger dari luar. jadi agak sungkan ganggu orang lain yang lalu lalang"
Wei Baefong,5.0,"Recommended, comfortable and clean place, obey health protocols!",2 years,Bobopod Dago Bandung,"recommended, tempat nyaman dan bersih, taat prokes!"
lundu christina,5.0,"for backpackers, this place is highly recommended, even though you sleep in a box, well, it's called bobobox, but it's good, all application systems, you can change the colors of the night lights, there is bed music that makes you comfortable, for those who are traveling and want to rest directly, it's really okay, the bathroom is shared but don't worry, it's very clean, there is also a place to eat, drink, and just relax in an open space.. you can check the price on the bobobox application, oh yeah, tips guys, sometimes the price is more expensive on the application so try to compare, pegi2 or traveloka.",2 years,Bobopod Dago Bandung,"untuk backpaker sangat-sangat rekomend nih disini, walau tidur di box, ya namanya saja adh bobobox ya, tapi bagus, semua sistem aplikasi, bisa ganti warna2 lampu tidur, ada musik tdrnya yang bikin nyaman, untuk yang jalan-jalan terus pengin istrahat lanhsung sih oky banget, kamar mandi sharing tapi jangan kuatir sangat bersih, tempat untyk makan, minum, dan sekedar santai2 ruang terbuka juga ada..hrga boleh cek di aplikasinya bobox ya, oia tips gais , kadang hrga lebih mahal di aplikasinya jadi coba buat perbandingan , pegi2 atau traveloka."
